story_id,character,source_text,situation,moral_conflict,broken_component,iks_principle,hope_message,distress_keywords,emotion_tags,distress_level,decision_taken,outcome,user_group,data_source
IKS_EXT_404,Disciple,Life of Swami Vivekananda,dealing with physical illness,duty vs personal gain,Agency,viveka,"Through viveka, one can navigate dealing with physical illness and restore inner balance.","despair, duty, personal gain",despair,medium,Decided to apply viveka to resolve the duty vs personal gain.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_405,Disciple,Life of Swami Vivekananda,facing betrayal by a friend,forgiveness vs anger,Pathways,daya,"Through daya, one can navigate facing betrayal by a friend and restore inner balance.","anxiety, forgiveness, anger",anxiety,high,Decided to apply daya to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_406,Youth,Life of Swami Vivekananda,struggling with poverty,integrity vs shortcut,Goals,dharma,"Through dharma, one can navigate struggling with poverty and restore inner balance.","anger, integrity, shortcut",anger,high,Decided to apply dharma to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_407,Monk,Life of Swami Vivekananda,struggling with addiction or bad habits,tradition vs innovation,Goals,daya,"Through daya, one can navigate struggling with addiction or bad habits and restore inner balance.","grief, tradition, innovation",grief,low,Decided to apply daya to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_408,Monk,Life of Swami Vivekananda,dealing with physical illness,truth vs convenience,Agency,ahimsa,"Through ahimsa, one can navigate dealing with physical illness and restore inner balance.","sadness, truth, convenience",sadness,medium,Decided to apply ahimsa to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_409,Vivekananda,Life of Swami Vivekananda,overcoming fear of death,mercy vs justice,Agency,dana,"Through dana, one can navigate overcoming fear of death and restore inner balance.","anger, mercy, justice",anger,medium,Decided to apply dana to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_410,Narendra,Life of Swami Vivekananda,facing ethical corruption in workplace,mercy vs justice,Goals,tapas,"Through tapas, one can navigate facing ethical corruption in workplace and restore inner balance.","despair, mercy, justice",despair,low,Decided to apply tapas to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_411,Youth,Life of Swami Vivekananda,facing a loss of a loved one,fear vs courage,Agency,dana,"Through dana, one can navigate facing a loss of a loved one and restore inner balance.","despair, fear, courage",despair,high,Decided to apply dana to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_412,Narendra,Life of Swami Vivekananda,handling jealousy and envy,truth vs convenience,Agency,satya,"Through satya, one can navigate handling jealousy and envy and restore inner balance.","anger, truth, convenience",anger,high,Decided to apply satya to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_413,Monk,Life of Swami Vivekananda,experiencing a crisis of faith,ambition vs contentment,Goals,viveka,"Through viveka, one can navigate experiencing a crisis of faith and restore inner balance.","grief, ambition, contentment",grief,medium,Decided to apply viveka to resolve the ambition vs contentment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_414,Monk,Life of Swami Vivekananda,struggling with self-doubt,non-violence vs self-defense,Goals,kshama,"Through kshama, one can navigate struggling with self-doubt and restore inner balance.","despair, non-violence, self-defense",despair,low,Decided to apply kshama to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_415,Vivekananda,Life of Swami Vivekananda,coping with aging,faith vs logic,Agency,bhakti,"Through bhakti, one can navigate coping with aging and restore inner balance.","confusion, faith, logic",confusion,low,Decided to apply bhakti to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_416,Narendra,Life of Swami Vivekananda,dealing with public humiliation,loyalty vs righteousness,Pathways,dana,"Through dana, one can navigate dealing with public humiliation and restore inner balance.","moral tension, loyalty, righteousness",moral tension,low,Decided to apply dana to resolve the loyalty vs righteousness.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_417,Disciple,Life of Swami Vivekananda,facing a moral dilemma between family and duty,hard work vs luck,Pathways,dharma,"Through dharma, one can navigate facing a moral dilemma between family and duty and restore inner balance.","grief, hard work, luck",grief,medium,Decided to apply dharma to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_418,Narendra,Life of Swami Vivekananda,facing a moral dilemma between family and duty,faith vs logic,Goals,kshama,"Through kshama, one can navigate facing a moral dilemma between family and duty and restore inner balance.","anxiety, faith, logic",anxiety,low,Decided to apply kshama to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_419,Youth,Life of Swami Vivekananda,struggling with poverty,fear vs courage,Pathways,ahimsa,"Through ahimsa, one can navigate struggling with poverty and restore inner balance.","anxiety, fear, courage",anxiety,high,Decided to apply ahimsa to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_420,Disciple,Life of Swami Vivekananda,dealing with financial debt,patience vs impulse,Goals,kshama,"Through kshama, one can navigate dealing with financial debt and restore inner balance.","confusion, patience, impulse",confusion,high,Decided to apply kshama to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_421,Disciple,Life of Swami Vivekananda,facing community isolation,tradition vs innovation,Pathways,ahimsa,"Through ahimsa, one can navigate facing community isolation and restore inner balance.","frustration, tradition, innovation",frustration,low,Decided to apply ahimsa to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_422,Disciple,Life of Swami Vivekananda,facing betrayal by a friend,integrity vs shortcut,Goals,dana,"Through dana, one can navigate facing betrayal by a friend and restore inner balance.","despair, integrity, shortcut",despair,low,Decided to apply dana to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_423,Vivekananda,Life of Swami Vivekananda,facing a moral dilemma between family and duty,attachment vs detachment,Goals,kshama,"Through kshama, one can navigate facing a moral dilemma between family and duty and restore inner balance.","grief, attachment, detachment",grief,medium,Decided to apply kshama to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_424,Narendra,Life of Swami Vivekananda,managing family conflicts,duty vs personal gain,Agency,karma yoga,"Through karma yoga, one can navigate managing family conflicts and restore inner balance.","fear, duty, personal gain",fear,medium,Decided to apply karma yoga to resolve the duty vs personal gain.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_425,Ramakrishna,Life of Swami Vivekananda,seeking purpose in life,integrity vs shortcut,Goals,daya,"Through daya, one can navigate seeking purpose in life and restore inner balance.","confusion, integrity, shortcut",confusion,low,Decided to apply daya to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_426,Monk,Life of Swami Vivekananda,facing ethical corruption in workplace,duty vs personal gain,Pathways,shanti,"Through shanti, one can navigate facing ethical corruption in workplace and restore inner balance.","anger, duty, personal gain",anger,low,Decided to apply shanti to resolve the duty vs personal gain.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_427,Narendra,Life of Swami Vivekananda,overcoming fear of death,fear vs courage,Agency,vairagya,"Through vairagya, one can navigate overcoming fear of death and restore inner balance.","grief, fear, courage",grief,high,Decided to apply vairagya to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_428,Monk,Life of Swami Vivekananda,dealing with physical illness,ambition vs contentment,Pathways,daya,"Through daya, one can navigate dealing with physical illness and restore inner balance.","frustration, ambition, contentment",frustration,low,Decided to apply daya to resolve the ambition vs contentment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_429,Monk,Life of Swami Vivekananda,seeking purpose in life,attachment vs detachment,Agency,ahimsa,"Through ahimsa, one can navigate seeking purpose in life and restore inner balance.","anger, attachment, detachment",anger,medium,Decided to apply ahimsa to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_430,Youth,Life of Swami Vivekananda,dealing with anger and revenge,hard work vs luck,Agency,dharma,"Through dharma, one can navigate dealing with anger and revenge and restore inner balance.","grief, hard work, luck",grief,high,Decided to apply dharma to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_431,Monk,Life of Swami Vivekananda,handling success and ego,self-interest vs social good,Pathways,satya,"Through satya, one can navigate handling success and ego and restore inner balance.","anxiety, self-interest, social good",anxiety,medium,Decided to apply satya to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_432,Ramakrishna,Life of Swami Vivekananda,struggling with poverty,patience vs impulse,Pathways,dana,"Through dana, one can navigate struggling with poverty and restore inner balance.","despair, patience, impulse",despair,high,Decided to apply dana to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_433,Youth,Life of Swami Vivekananda,struggling with lack of resources,tradition vs innovation,Goals,shanti,"Through shanti, one can navigate struggling with lack of resources and restore inner balance.","fear, tradition, innovation",fear,medium,Decided to apply shanti to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_434,Monk,Life of Swami Vivekananda,managing family conflicts,tradition vs innovation,Goals,ahimsa,"Through ahimsa, one can navigate managing family conflicts and restore inner balance.","confusion, tradition, innovation",confusion,medium,Decided to apply ahimsa to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_435,Vivekananda,Life of Swami Vivekananda,facing betrayal by a friend,duty vs personal gain,Pathways,vairagya,"Through vairagya, one can navigate facing betrayal by a friend and restore inner balance.","grief, duty, personal gain",grief,low,Decided to apply vairagya to resolve the duty vs personal gain.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_436,Disciple,Life of Swami Vivekananda,managing family conflicts,forgiveness vs anger,Agency,karma yoga,"Through karma yoga, one can navigate managing family conflicts and restore inner balance.","frustration, forgiveness, anger",frustration,high,Decided to apply karma yoga to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
